6, -3.64433, 0.71031, -0.20545
6, -2.41331, 1.41497, 0.01540
6, -1.20937, 0.75320, 0.12478
6, -1.25004, -0.66021, 0.11657
6, -2.47472, -1.35433, -0.16430
6, -3.67256, -0.67691, -0.29621
6, 0.05388, 1.43921, 0.25119
6, -0.03390, -1.41725, 0.51091
6, 1.24452, -0.69271, 0.15163
6, 1.25662, 0.73051, 0.15384
6, 2.49648, 1.40026, -0.02397
1, 2.50888, 2.48466, -0.01067
6, 3.64881, 0.68600, -0.24630
6, 3.60648, -0.71224, -0.29637
6, 2.40664, -1.39376, -0.09813
1, 0.05825, 2.52280, 0.28226
1, -4.55333, 1.28792, -0.33496
1, -2.44509, 2.49705, 0.09552
1, -2.43925, -2.43580, -0.25124
1, -4.59590, -1.20490, -0.49241
1, -0.06832, -1.52860, 1.61069
1, 4.58977, 1.20195, -0.39239
1, 4.51706, -1.27367, -0.46977
1, 2.39461, -2.47832, -0.10951
1, -0.05791, -2.43544, 0.11091
