6, 3.70704, -0.71944, 0.00000
6, 2.48101, -1.41120, 0.00000
6, 1.24852, -0.73097, 0.00000
6, 1.27203, 0.67912, 0.00000
6, 2.50965, 1.36522, 0.00000
6, 3.72281, 0.67287, 0.00000
6, 0.00000, -1.43369, 0.00000
6, 0.00000, 1.46169, 0.00000
6, -1.27203, 0.67912, 0.00000
6, -1.24852, -0.73097, 0.00000
6, -2.48101, -1.41120, 0.00000
1, -2.48694, -2.49622, 0.00000
6, -3.70704, -0.71944, 0.00000
6, -3.72281, 0.67287, 0.00000
6, -2.50965, 1.36522, 0.00000
1, 0.00000, -2.51629, 0.00000
1, 4.63471, -1.27976, 0.00000
1, 2.48694, -2.49622, 0.00000
1, 2.51032, 2.45085, 0.00000
1, 4.66066, 1.21489, 0.00000
1, 0.00000, 2.15084, 0.86279
1, -4.63471, -1.27976, 0.00000
1, -4.66066, 1.21489, 0.00000
1, -2.51032, 2.45085, 0.00000
1, 0.00000, 2.15084, -0.86279
