6, -3.65173, 0.78685, -0.00001
6, -2.44247, 1.43535, -0.00001
6, -1.23974, 0.68798, 0.00000
6, -1.27330, -0.73074, 0.00001
6, -2.50603, -1.36411, 0.00001
6, -3.67625, -0.61507, 0.00000
6, 0.00000, 1.34275, 0.00001
6, 0.00000, -1.51499, 0.00002
6, 1.27330, -0.73074, 0.00000
6, 1.23974, 0.68798, 0.00002
6, 2.44247, 1.43535, 0.00001
1, 2.38954, 2.51900, 0.00002
6, 3.65173, 0.78685, -0.00001
6, 3.67625, -0.61507, -0.00003
6, 2.50603, -1.36411, -0.00002
1, 0.00000, 2.43220, 0.00001
1, -4.57869, 1.34594, -0.00002
1, -2.38954, 2.51900, -0.00002
1, -2.55762, -2.44760, 0.00002
1, -4.63171, -1.12870, 0.00000
1, 0.00000, -2.18953, 0.86808
1, 4.57869, 1.34594, -0.00001
1, 4.63171, -1.12870, -0.00005
1, 2.55762, -2.44760, -0.00004
1, 0.00000, -2.18959, -0.86798
